PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,Churn
-0.72087228,-1.186028144,-0.448533812,-1.011512671,-0.830681882,-1.351321052,1.581331267,0.200388535,-0.456105903,-0.764932216,-0.033087029,Yes
-1.224071537,-1.118094775,-0.566059281,1.081635077,-0.144966954,0.262134193,-0.053445045,0.051803819,-0.492322941,-1.222119894,-0.006446624,No
-1.784301338,-0.544036437,-0.353437299,-1.432805941,-1.036176043,2.23411861,0.052996852,0.435711183,-1.425511615,-0.942255533,-0.048681932,Yes
-1.248929253,-1.098946302,-0.620844172,-0.350209603,0.992954695,-0.195607829,0.030632967,-1.593592156,1.045402505,-0.328338352,-0.057746932,Yes
-1.514958531,0.178080303,0.164625128,0.532186977,0.016423151,-0.920118131,0.007544987,-0.636478453,0.096858994,-1.616079407,0.103382357,No
-1.157531685,0.517817942,2.388548843,-0.066217695,0.515257433,0.210708005,0.138588998,0.859777749,1.322214258,0.682637975,-0.01519583,Yes
-0.895794098,1.233847718,0.608437655,-0.027434188,-1.310135004,0.597405792,1.68677919,0.557510138,-0.654660022,0.290272591,0.020056044,Yes
-1.281716814,0.750829079,-0.656350678,0.018226756,0.571252742,-1.0078765,-0.180341271,-0.110858031,-0.751331102,0.334789291,-0.094626086,No
-1.519717894,-0.50933719,-1.742524228,0.158786903,-0.770267703,-0.059332041,-1.075164052,0.391553243,1.063846563,-0.395381373,-0.073527367,No
-1.411357215,1.620779861,0.443161588,-0.115653116,1.25622908,-0.233494891,-0.148731907,-1.469474502,1.929689632,-0.334208412,-0.060943126,Yes
-1.189335028,1.427342816,-0.616013142,0.363890065,0.23418818,0.773442934,1.199288607,-0.647141745,-0.992569004,-0.581652227,0.059784937,No
-1.245466841,0.157656642,0.635864954,-0.754534263,0.12180737,-0.702386885,0.621907956,-0.102121403,0.313104687,-1.616835399,0.014513354,Yes
-0.916922054,0.275629754,-1.723510838,0.568770987,-1.32233698,-1.067012667,-0.875493234,0.722940534,0.490533551,0.579016442,0.132447094,Yes
-1.122053485,0.532033104,-0.838596229,0.371401256,3.939114237,0.181183182,0.552650541,1.120739449,-1.585902686,2.229038469,-0.043699524,Yes
-0.862142962,-0.133092971,-0.045980569,-1.000661567,-0.636120843,0.057293304,-0.746460487,0.772370789,-0.936936808,-0.262981812,-0.052556973,No
-1.351058215,0.619302014,-0.157703147,0.851033694,-1.359959066,-1.365032715,0.24270832,1.078968912,-0.335626554,1.731220646,-0.078004,Yes
-1.54918955,-0.898270025,1.478989546,-1.411383479,0.3362301,0.610690386,-1.573597801,-0.737319026,-0.569801843,-1.082730596,-0.049267232,No
-1.181011201,-0.421740101,-1.405561246,-1.069962696,1.867331744,0.990068969,-0.703073333,-1.661397279,0.813048102,0.727927291,-0.060528505,Yes
-1.366966524,1.111077545,-0.960129925,0.900316754,-0.033627752,0.683327637,0.929005865,-0.823317935,-1.723761926,-0.378863856,0.130809205,No
-1.557779676,0.941778978,-0.137828536,-0.401608069,-1.380971621,0.683670922,0.63830218,-0.474412435,2.053323611,0.50625127,-0.052577154,Yes
-1.656082816,0.131424425,1.863198188,-1.256979815,-0.007551109,-0.414015169,-0.471433846,-0.563847027,0.169486095,-0.243775524,-0.049170853,No
-1.670121879,-1.376252291,-0.65330599,0.907704681,-0.669779475,-0.785637549,0.360219304,-0.713463853,-0.006798796,-0.544556223,-0.029278347,No
-0.921318289,-1.381323627,-0.894665548,-1.968984237,0.72362812,-0.662170707,-0.170839114,-0.240073127,0.653179973,0.458205494,-0.063218865,Yes
-0.514783242,-0.494059987,0.627720376,-1.22549233,1.366224116,-0.241512689,1.054507124,0.095020091,0.816539461,0.338384171,-0.077187567,Yes
-0.783566712,2.844819108,0.9430855,-0.134629573,-0.429325058,-0.072403086,-0.363588869,0.241004985,0.902251312,-0.435448343,0.090939006,No
-1.088856058,0.067185978,-0.052510317,-1.109083073,-1.415305957,-0.4669796,1.339828866,0.778976797,-1.19061253,0.248932547,-0.047994292,Yes
